     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3
       253    0.1447050584E+01    0.1437139628E+01   -0.5334471935E+01    0.3955080196E+02   -0.1171766326E-02
       254    0.1452413797E+01    0.1364341542E+01   -0.5330789411E+01    0.5128808260E+02   -0.8876012824E-03
       255    0.1389819862E+01    0.1295167528E+01   -0.5327101792E+01    0.6273484232E+02   -0.6665930905E-03
       256    0.1436600063E+01    0.1589171469E+01   -0.5267020129E+01    0.2278619046E+02   -0.3404614250E-02
       257    0.1420549213E+01    0.1509702272E+01   -0.5263242580E+01    0.3518661674E+02   -0.3025713993E-02
       258    0.1453066518E+01    0.1435974135E+01   -0.5259459600E+01    0.4709442053E+02   -0.2741548950E-02
       259    0.1434502871E+01    0.1366073077E+01   -0.5255671170E+01    0.5867380936E+02   -0.2520540758E-02
       260    0.1417766434E+01    0.1406230079E+01   -0.5186140681E+01    0.4290075846E+02   -0.1509392417E-02
       261    0.1447654713E+01    0.1335600814E+01   -0.5182244256E+01    0.5461277641E+02   -0.1288384225E-02
       262    0.1404276286E+01    0.1520817159E+01   -0.5114694072E+01    0.2645824629E+02   -0.2671177882E-02
       263    0.1416537790E+01    0.1445225315E+01   -0.5110687901E+01    0.3870709638E+02   -0.2387012839E-02
       264    0.1429559461E+01    0.1373866541E+01   -0.5106675439E+01    0.5055174346E+02   -0.2166004647E-02
       265    0.1406422019E+01    0.1433513754E+01   -0.5032938875E+01    0.3451343431E+02   -0.1727452634E-02
       266    0.1421355888E+01    0.1361424007E+01   -0.5028801333E+01    0.4649071050E+02   -0.1506444442E-02
       267    0.1381375333E+01    0.1459958371E+01   -0.4952710496E+01    0.3031977224E+02   -0.2245400676E-02
       268    0.1402858217E+01    0.1387135995E+01   -0.4948437647E+01    0.4242967755E+02   -0.2024392484E-02
       269    0.1547181646E+01    0.1501894415E+01   -0.2616152156E+01    0.4554027471E+00   -0.1019074499E-01
       270    0.9535863910E+00    0.9372225162E+00   -0.2393781046E+01    0.6683099916E+02   -0.4908024542E-02
       271    0.1245338208E+01    0.1047826172E+01   -0.2453210410E+01    0.5119202972E+02   -0.5432608053E-02
       272    0.6100633000E+00    0.7390655027E+00    0.1464591888E+01    0.5457752432E+01   -0.7888610135E-02
       273    0.6826667500E+00    0.7390655027E+00    0.1464591888E+01    0.5457752432E+01   -0.7888610135E-02
       274    0.5185346720E+00    0.8082392709E+00    0.1279438862E+01    0.1431924555E+02   -0.1053589147E-01
       275    0.3011722980E+00    0.4179196850E+00    0.2849690852E+01    0.7725346430E+01   -0.5300182811E-02
       276    0.2325735330E+00    0.2299991104E+00    0.2933189372E+01    0.2737231108E+02   -0.3189327208E-02
       277    0.2826828770E+00    0.1191256383E+00    0.2973212836E+01    0.4364790029E+02   -0.2664743697E-02
       278    0.1841239560E+00    0.1191256383E+00    0.2973212836E+01    0.4364790029E+02   -0.2664743697E-02
       279    0.1635460110E+00    0.2231839095E+00    0.3478628823E+01    0.4386854213E+02   -0.8377465722E-02
       280    0.1622353020E+00    0.2549037229E+00    0.3507239238E+01    0.2090844529E+02   -0.5730184388E-02
       281    0.2468148980E+00    0.2231839095E+00    0.3478628823E+01    0.4386854213E+02   -0.8377465722E-02
       282    0.2341624580E+00    0.2059238435E+00    0.3563100121E+01    0.1546245176E+02   -0.3619328785E-02
       283    0.1682773920E+00    0.2549037229E+00    0.3507239238E+01    0.2090844529E+02   -0.5730184388E-02
       284    0.1544400580E+00    0.2059238435E+00    0.3563100121E+01    0.1546245176E+02   -0.3619328785E-02
       285    0.1274745250E+00    0.2549037229E+00    0.3507239238E+01    0.2090844529E+02   -0.5730184388E-02
       286    0.2511576790E+00    0.2231839095E+00    0.3478628823E+01    0.4386854213E+02   -0.8377465722E-02
       287    0.1710773730E+00    0.1592212291E+00    0.4003929268E+01    0.1431454619E+02   -0.4184687888E-02
       288    0.3298780980E+00    0.5873882347E-01    0.3959899223E+01    0.5864319043E+02   -0.8152760433E-02
       289    0.2202380950E+00    0.1875149314E+00    0.4025585738E+01    0.3552592448E+01   -0.3394623495E-02
       290    0.1110082690E+00    0.1000353565E+00    0.3982035958E+01    0.3409154415E+02   -0.5505479098E-02
       291    0.1405113080E+00    0.1875149314E+00    0.4025585738E+01    0.3552592448E+01   -0.3394623495E-02
       292    0.3269762910E+00    0.5873882347E-01    0.3959899223E+01    0.5864319043E+02   -0.8152760433E-02
       293    0.1286194210E+00    0.1000353565E+00    0.3982035958E+01    0.3409154415E+02   -0.5505479098E-02
       294    0.1443352298E+01    0.1330744601E+01   -0.3327965804E+01    0.2882013515E+02   -0.6086683383E-02
       295    0.1483251231E+01    0.1220132483E+01   -0.3304157881E+01    0.4388995791E+02   -0.5292587774E-02
       296    0.1339557717E+01    0.1289031184E+01   -0.2564122962E+01    0.1563703629E+02   -0.6431829863E-02
       297    0.1369749574E+01    0.1415355346E+01   -0.2603339177E+01    0.1342645800E+01   -0.7756475921E-02
       298    0.1362132238E+01    0.1172312739E+01   -0.2523669027E+01    0.3134347882E+02   -0.5637734253E-02
       299    0.1082993833E+01    0.1067475831E+01   -0.2481874830E+01    0.4641330157E+02   -0.5108931914E-02
       300    0.1522943751E+01    0.1400277658E+01   -0.2641408209E+01    0.2150542673E+02   -0.1040744612E-01
       301    0.6034834780E+00    0.6120042775E+00    0.1162447352E+01    0.3787162445E+02   -0.7819018793E-02
       302    0.2264357190E+00    0.3144949352E+00    0.2817080731E+01    0.2983090943E+02   -0.5598050173E-02
       303    0.1652540620E+00    0.2759154773E+00    0.2783697628E+01    0.5423782218E+02   -0.8249020370E-02
       304    0.2060207240E+00    0.2533682557E+00    0.2912761398E+01    0.2216916976E+02   -0.2950506167E-02
       305    0.2109250400E+00    0.2533682557E+00    0.2912761398E+01    0.2216916976E+02   -0.2950506167E-02
       306    0.3226931310E+00    0.7069651356E-01    0.3464145419E+01    0.7060401990E+02   -0.8024315080E-02
       307    0.2349385800E+00    0.1837467646E+00    0.3507239238E+01    0.2391226029E+02   -0.4048698826E-02
       308    0.1728826780E+00    0.1837467646E+00    0.3507239238E+01    0.2391226029E+02   -0.4048698826E-02
       309    0.1615346380E+01    0.1442383718E+01   -0.3859424281E+01    0.2367582828E+02   -0.6026624722E-02
       310    0.1597114150E+01    0.1571446850E+01   -0.3873434276E+01    0.8114852033E+01   -0.7352259016E-02
       311    0.1379044842E+01    0.1505450737E+01   -0.3365364765E+01    0.7190312737E+01   -0.7697405495E-02
       312    0.1415827076E+01    0.1334554261E+01   -0.3327965804E+01    0.2499267272E+02   -0.5576661908E-02
       313    0.1526309587E+01    0.1445599983E+01   -0.3346769764E+01    0.9696954707E+01   -0.6371771202E-02
       314    0.1151824552E+01    0.1184697059E+01   -0.2656332922E+01    0.4601420092E+02   -0.7760912019E-02
       315    0.1305478432E+01    0.1219029852E+01   -0.2626312905E+01    0.2249547751E+02   -0.5108978171E-02
       316    0.5298426890E+00    0.5671070014E+00    0.1359606670E+01    0.1826079245E+02   -0.4213345454E-02
       317    0.2203301580E+00    0.3606225757E+00    0.2875251595E+01    0.1534868837E+01   -0.2663688506E-02
       318    0.1579912486E+01    0.1658830896E+01   -0.4280481277E+01    0.3912410446E+01   -0.7320703373E-02
       319    0.1557526342E+01    0.1336860994E+01   -0.4251711557E+01    0.4692341406E+02   -0.4669066833E-02
       320    0.1688323499E+01    0.1531352192E+01   -0.4270934405E+01    0.1931044459E+02   -0.5994724663E-02
       321    0.1444724980E+01    0.1336860994E+01   -0.4251711557E+01    0.4692341406E+02   -0.4669066833E-02
       322    0.1591468136E+01    0.1447972101E+01   -0.3857079371E+01    0.1961552058E+02   -0.5544411696E-02
       323    0.1302227004E+01    0.1305244491E+01   -0.3374585699E+01    0.2881998500E+02   -0.5077422528E-02
       324    0.1430471461E+01    0.1358903977E+01   -0.3359189291E+01    0.1023885200E+02   -0.3751443819E-02
       325    0.8347950430E+00    0.1053044864E+01   -0.2666190307E+01    0.7331661235E+02   -0.8159696762E-02
       326    0.1453637332E+01    0.1173519400E+01   -0.2616152156E+01    0.2501350029E+02   -0.4181445396E-02
       327    0.9395562070E+00    0.1216212259E+01   -0.2564122962E+01    0.7374117477E+01   -0.2855787566E-02
       328    0.5378966840E+00    0.4020542369E+00    0.1162447352E+01    0.6155238045E+02   -0.5282718816E-02
       329    0.5746130890E+00    0.4563236721E+00    0.1279438862E+01    0.3978814859E+02   -0.3956740106E-02
       330    0.1633170109E+01    0.1539227313E+01   -0.4268198873E+01    0.1488956534E+02   -0.5525269930E-02
       331    0.1443226538E+01    0.1301934605E+01   -0.3895247380E+01    0.6125995185E+02   -0.7710989019E-02
       332    0.1401871839E+01    0.1373741754E+01   -0.3341418783E+01    0.1342219953E+01   -0.2836497187E-02
       333    0.6637284800E+00    0.8842392563E+00   -0.2673186921E+01    0.1035416439E+03   -0.7916285306E-02
       334    0.4526904260E+00    0.1119731343E+01   -0.2608845868E+01    0.2847944988E+02   -0.3142138893E-02
       335    0.1760274198E+01    0.1587808357E+01   -0.4629405230E+01    0.4583513195E+02   -0.1028732191E-01
       336    0.1493989109E+01    0.1327050967E+01   -0.4294722240E+01    0.6856752741E+02   -0.7698894584E-02
       337    0.1522183395E+01    0.1510749489E+01   -0.4273325123E+01    0.4466696685E+01   -0.2924538920E-02
       338    0.1586082646E+01    0.1461979523E+01   -0.4266144921E+01    0.1010963599E+02   -0.2394120958E-02
       339    0.7518554950E+00    0.9448739957E+00   -0.3397420241E+01    0.1140323183E+03   -0.7904190872E-02
       340    0.1341351122E+01    0.1135415857E+01   -0.3374585699E+01    0.5347307749E+02   -0.3925511894E-02
       341    0.1798910248E+01    0.1732809181E+01   -0.5175174277E+01    0.8792329793E+01   -0.5955152137E-02
       342    0.1776764192E+01    0.1632935821E+01   -0.5170826161E+01    0.2243618742E+02   -0.5159438334E-02
       343    0.1775353250E+01    0.1605148248E+01   -0.4922840312E+01    0.5141369729E+02   -0.1027905108E-01
       344    0.1463180419E+01    0.1347435742E+01   -0.4283654124E+01    0.4269358752E+02   -0.4141872869E-02
       345    0.1161822191E+01    0.1093606194E+01   -0.3891958060E+01    0.8495857354E+02   -0.5243398099E-02
       346    0.1364236095E+01    0.1183452939E+01   -0.3884261283E+01    0.5985555996E+02   -0.3917167579E-02
       347    0.1448629634E+01    0.1329802843E+01   -0.3868775548E+01    0.2397347779E+02   -0.2590998451E-02
       348    0.1649342938E+01    0.1566066592E+01   -0.4910807793E+01    0.1331510849E+02   -0.2910188998E-02
       349    0.1654095943E+01    0.1612062275E+01   -0.4906461618E+01    0.1358959785E+01   -0.2379712479E-02
       350    0.7279903400E+00    0.9437435212E+00   -0.2873109116E+01    0.7725357129E+02   -0.4443021469E-02
       351    0.9882513480E+00    0.1078411350E+01   -0.3414562961E+01    0.5144378978E+02   -0.1654911934E-02
       352    0.9972215830E+00    0.1057328747E+01   -0.3350189943E+01    0.5476519508E+02   -0.1872880089E-02
       353    0.9108707530E+00    0.1045126265E+01   -0.4017820738E+01    0.8898944787E+02   -0.3800257666E-02
       354    0.1135214197E+01    0.1191595219E+01   -0.3927286358E+01    0.4554223459E+02   -0.1610731054E-02
       355    0.1089153632E+01    0.1028302743E+01   -0.3284420308E+01    0.5767835905E+02   -0.1788361108E-02
       356    0.1174791632E+01    0.1092890264E+01   -0.3866672170E+01    0.6179624235E+02   -0.1556030449E-02
       357    0.1052120503E+01    0.1039817673E+01   -0.3715387851E+01    0.7114380675E+02   -0.2212929141E-02
       358    0.1208024082E+01    0.1378146873E+01   -0.4432745850E+01    0.4462226924E+02   -0.4658277127E-02
       359    0.1042520237E+01    0.1141267656E+01   -0.4408010588E+01    0.8268066570E+02   -0.3774781401E-02
       360    0.1138904555E+01    0.1253640155E+01   -0.3970972071E+01    0.4198046312E+02   -0.2706652625E-02
       361    0.1196658005E+01    0.1253640155E+01   -0.3970972071E+01    0.4198046312E+02   -0.2706652625E-02
       362    0.1192960468E+01    0.1151303131E+01   -0.4378837940E+01    0.7242851173E+02   -0.2547718408E-02
       363    0.1228397793E+01    0.1144283158E+01   -0.4159412698E+01    0.6494306560E+02   -0.2193182297E-02
       364    0.1170581703E+01    0.1217580405E+01   -0.3923756127E+01    0.4462992515E+02   -0.2272445818E-02
       365    0.1404178342E+01    0.1309335052E+01   -0.2564122962E+01    0.1864085129E+02   -0.7543463655E-02
       366    0.1157379916E+01    0.1168383905E+01   -0.2509891997E+01    0.3523475039E+02   -0.6222672445E-02
       367    0.1054498340E+01    0.1047826172E+01   -0.2453210410E+01    0.5119202972E+02   -0.5432608053E-02
       368    0.9195913600E+00    0.9372225162E+00   -0.2393781046E+01    0.6683099916E+02   -0.4908024542E-02
       369    0.1623621123E+01    0.1501894415E+01   -0.2616152156E+01    0.4554027471E+00   -0.1019074499E-01
       370    0.1092930713E+01    0.1047826172E+01   -0.2453210410E+01    0.5119202972E+02   -0.5432608053E-02
       371    0.1617501119E+01    0.1501894415E+01   -0.2616152156E+01    0.4554027471E+00   -0.1019074499E-01
       372    0.1582295656E+01    0.1309335052E+01   -0.2564122962E+01    0.1864085129E+02   -0.7543463655E-02
       373    0.1313210144E+01    0.1168383905E+01   -0.2509891997E+01    0.3523475039E+02   -0.6222672445E-02
       374    0.1179490956E+01    0.1047826172E+01   -0.2453210410E+01    0.5119202972E+02   -0.5432608053E-02
       375    0.1576575732E+01    0.1501894415E+01   -0.2616152156E+01    0.4554027471E+00   -0.1019074499E-01
       376    0.1611647704E+01    0.1309335052E+01   -0.2564122962E+01    0.1864085129E+02   -0.7543463655E-02
       377    0.1347585723E+01    0.1168383905E+01   -0.2509891997E+01    0.3523475039E+02   -0.6222672445E-02
       378    0.9131082420E+00    0.9372225162E+00   -0.2393781046E+01    0.6683099916E+02   -0.4908024542E-02
       379    0.1608308630E+01    0.1501894415E+01   -0.2616152156E+01    0.4554027471E+00   -0.1019074499E-01
       380    0.1558561878E+01    0.1309335052E+01   -0.2564122962E+01    0.1864085129E+02   -0.7543463655E-02
       381    0.1381328859E+01    0.1168383905E+01   -0.2509891997E+01    0.3523475039E+02   -0.6222672445E-02
       382    0.8858349940E+00    0.9372225162E+00   -0.2393781046E+01    0.6683099916E+02   -0.4908024542E-02
       383    0.1630498522E+01    0.1501894415E+01   -0.2616152156E+01    0.4554027471E+00   -0.1019074499E-01
       384    0.1546954712E+01    0.1309335052E+01   -0.2564122962E+01    0.1864085129E+02   -0.7543463655E-02
       385    0.4955598690E+00    0.8082392709E+00    0.1279438862E+01    0.1431924555E+02   -0.1053589147E-01
       386    0.4502971750E+00    0.7390655027E+00    0.1464591888E+01    0.5457752432E+01   -0.7888610135E-02
       387    0.5430653340E+00    0.5787666976E+00    0.1611991954E+01    0.2284742624E+02   -0.6567818925E-02
       388    0.4495732800E+00    0.4446753627E+00    0.1736465693E+01    0.3928217040E+02   -0.5777754532E-02
       389    0.3615893930E+00    0.3243725461E+00    0.1845270149E+01    0.5523944972E+02   -0.5253171021E-02
       390    0.5384010270E+00    0.8082392709E+00    0.1279438862E+01    0.1431924555E+02   -0.1053589147E-01
       391    0.5782847610E+00    0.5787666976E+00    0.1611991954E+01    0.2284742624E+02   -0.6567818925E-02
       392    0.3982142860E+00    0.4446753627E+00    0.1736465693E+01    0.3928217040E+02   -0.5777754532E-02
       393    0.3556361640E+00    0.3243725461E+00    0.1845270149E+01    0.5523944972E+02   -0.5253171021E-02
       394    0.5512539110E+00    0.8082392709E+00    0.1279438862E+01    0.1431924555E+02   -0.1053589147E-01
       395    0.6950438020E+00    0.5787666976E+00    0.1611991954E+01    0.2284742624E+02   -0.6567818925E-02
       396    0.5738180560E+00    0.4446753627E+00    0.1736465693E+01    0.3928217040E+02   -0.5777754532E-02
       397    0.6115831650E+00    0.7390655027E+00    0.1464591888E+01    0.5457752432E+01   -0.7888610135E-02
       398    0.6976882290E+00    0.5787666976E+00    0.1611991954E+01    0.2284742624E+02   -0.6567818925E-02
       399    0.3787293790E+00    0.3243725461E+00    0.1845270149E+01    0.5523944972E+02   -0.5253171021E-02
       400    0.5225143100E+00    0.8082392709E+00    0.1279438862E+01    0.1431924555E+02   -0.1053589147E-01
       401    0.4767387050E+00    0.7390655027E+00    0.1464591888E+01    0.5457752432E+01   -0.7888610135E-02
       402    0.5801745480E+00    0.5787666976E+00    0.1611991954E+01    0.2284742624E+02   -0.6567818925E-02
       403    0.4040542110E+00    0.4446753627E+00    0.1736465693E+01    0.3928217040E+02   -0.5777754532E-02
       404    0.5361934250E+00    0.8082392709E+00    0.1279438862E+01    0.1431924555E+02   -0.1053589147E-01
       405    0.5006720430E+00    0.5787666976E+00    0.1611991954E+01    0.2284742624E+02   -0.6567818925E-02
       406    0.4109430310E+00    0.4446753627E+00    0.1736465693E+01    0.3928217040E+02   -0.5777754532E-02
       407    0.2020388390E+00    0.4179196850E+00    0.2849690852E+01    0.7725346430E+01   -0.5300182811E-02
       408    0.2046459140E+00    0.3531590620E+00    0.2892042800E+01    0.1046010210E+02   -0.3979391600E-02
       409    0.2026715360E+00    0.2299991104E+00    0.2933189372E+01    0.2737231108E+02   -0.3189327208E-02
       410    0.2686560930E+00    0.1191256383E+00    0.2973212836E+01    0.4364790029E+02   -0.2664743697E-02
       411    0.2052642420E+00    0.3971632899E+00    0.2806041170E+01    0.2909389384E+02   -0.7947464146E-02
       412    0.2700115340E+00    0.4179196850E+00    0.2849690852E+01    0.7725346430E+01   -0.5300182811E-02
       413    0.2308230610E+00    0.2299991104E+00    0.2933189372E+01    0.2737231108E+02   -0.3189327208E-02
       414    0.2547360410E+00    0.1191256383E+00    0.2973212836E+01    0.4364790029E+02   -0.2664743697E-02
       415    0.2124746450E+00    0.3971632899E+00    0.2806041170E+01    0.2909389384E+02   -0.7947464146E-02
       416    0.2783283580E+00    0.3531590620E+00    0.2892042800E+01    0.1046010210E+02   -0.3979391600E-02
       417    0.1573802540E+00    0.3971632899E+00    0.2806041170E+01    0.2909389384E+02   -0.7947464146E-02
       418    0.2520483090E+00    0.3531590620E+00    0.2892042800E+01    0.1046010210E+02   -0.3979391600E-02
       419    0.2370942040E+00    0.2299991104E+00    0.2933189372E+01    0.2737231108E+02   -0.3189327208E-02
       420    0.2381650570E+00    0.1191256383E+00    0.2973212836E+01    0.4364790029E+02   -0.2664743697E-02
       421    0.1410105690E+00    0.3971632899E+00    0.2806041170E+01    0.2909389384E+02   -0.7947464146E-02
       422    0.2051061930E+00    0.4179196850E+00    0.2849690852E+01    0.7725346430E+01   -0.5300182811E-02
       423    0.2010996900E+00    0.3531590620E+00    0.2892042800E+01    0.1046010210E+02   -0.3979391600E-02
       424    0.1684095330E+00    0.3971632899E+00    0.2806041170E+01    0.2909389384E+02   -0.7947464146E-02
       425    0.2761077970E+00    0.4179196850E+00    0.2849690852E+01    0.7725346430E+01   -0.5300182811E-02
       426    0.2427078770E+00    0.3531590620E+00    0.2892042800E+01    0.1046010210E+02   -0.3979391600E-02
       427    0.1637031560E+00    0.2299991104E+00    0.2933189372E+01    0.2737231108E+02   -0.3189327208E-02
       428    0.2013807570E+00    0.1191256383E+00    0.2973212836E+01    0.4364790029E+02   -0.2664743697E-02
       429    0.2115133110E+00    0.9540682827E-01    0.3590385490E+01    0.3205635086E+02   -0.3094745274E-02
       430    0.2298010890E+00    0.2231839095E+00    0.3478628823E+01    0.4386854213E+02   -0.8377465722E-02
       431    0.2043954240E+00    0.3088121687E+00    0.3535390337E+01    0.1927222048E+01   -0.4409393177E-02
       432    0.2348282990E+00    0.2059238435E+00    0.3563100121E+01    0.1546245176E+02   -0.3619328785E-02
       433    0.2238425020E+00    0.9540682827E-01    0.3590385490E+01    0.3205635086E+02   -0.3094745274E-02
       434    0.1763325760E+00    0.3088121687E+00    0.3535390337E+01    0.1927222048E+01   -0.4409393177E-02
       435    0.1601539080E+00    0.3088121687E+00    0.3535390337E+01    0.1927222048E+01   -0.4409393177E-02
       436    0.2213509840E+00    0.9540682827E-01    0.3590385490E+01    0.3205635086E+02   -0.3094745274E-02
       437    0.1503362200E+00    0.3088121687E+00    0.3535390337E+01    0.1927222048E+01   -0.4409393177E-02
       438    0.1717623220E+00    0.2059238435E+00    0.3563100121E+01    0.1546245176E+02   -0.3619328785E-02
       439    0.1641465830E+00    0.2549037229E+00    0.3507239238E+01    0.2090844529E+02   -0.5730184388E-02
       440    0.1469517200E+00    0.3088121687E+00    0.3535390337E+01    0.1927222048E+01   -0.4409393177E-02
       441    0.1736719460E+00    0.2059238435E+00    0.3563100121E+01    0.1546245176E+02   -0.3619328785E-02
       442    0.1991721310E+00    0.9540682827E-01    0.3590385490E+01    0.3205635086E+02   -0.3094745274E-02
       443    0.1532095160E+00    0.1000353565E+00    0.3982035958E+01    0.3409154415E+02   -0.5505479098E-02
       444    0.1726735850E+00    0.7624077420E-01    0.4047011672E+01    0.2046480143E+02   -0.2870039984E-02
       445    0.2016637750E+00    0.1592212291E+00    0.4003929268E+01    0.1431454619E+02   -0.4184687888E-02
       446    0.2195671890E+00    0.1875149314E+00    0.4025585738E+01    0.3552592448E+01   -0.3394623495E-02
       447    0.2374588130E+00    0.7624077420E-01    0.4047011672E+01    0.2046480143E+02   -0.2870039984E-02
       448    0.3318650270E+00    0.5873882347E-01    0.3959899223E+01    0.5864319043E+02   -0.8152760433E-02
       449    0.1439294300E+00    0.1000353565E+00    0.3982035958E+01    0.3409154415E+02   -0.5505479098E-02
       450    0.1789800760E+00    0.1592212291E+00    0.4003929268E+01    0.1431454619E+02   -0.4184687888E-02
       451    0.2610090850E+00    0.7624077420E-01    0.4047011672E+01    0.2046480143E+02   -0.2870039984E-02
       452    0.3040400600E+00    0.5873882347E-01    0.3959899223E+01    0.5864319043E+02   -0.8152760433E-02
       453    0.1326451790E+00    0.1592212291E+00    0.4003929268E+01    0.1431454619E+02   -0.4184687888E-02
       454    0.1758770870E+00    0.7624077420E-01    0.4047011672E+01    0.2046480143E+02   -0.2870039984E-02
       455    0.1498207890E+00    0.1592212291E+00    0.4003929268E+01    0.1431454619E+02   -0.4184687888E-02
       456    0.1578682460E+00    0.1875149314E+00    0.4025585738E+01    0.3552592448E+01   -0.3394623495E-02
       457    0.1644220650E+00    0.7624077420E-01    0.4047011672E+01    0.2046480143E+02   -0.2870039984E-02
       458    0.3443021350E+00    0.5873882347E-01    0.3959899223E+01    0.5864319043E+02   -0.8152760433E-02
       459    0.1394324810E+00    0.1592212291E+00    0.4003929268E+01    0.1431454619E+02   -0.4184687888E-02
       460    0.1653527390E+00    0.1875149314E+00    0.4025585738E+01    0.3552592448E+01   -0.3394623495E-02
       461    0.1894382010E+00    0.7624077420E-01    0.4047011672E+01    0.2046480143E+02   -0.2870039984E-02
       462    0.1325481886E+01    0.1220132483E+01   -0.3304157881E+01    0.4388995791E+02   -0.5292587774E-02
       463    0.1172215613E+01    0.1120425362E+01   -0.3280001829E+01    0.5853536748E+02   -0.4763785435E-02
       464    0.1431387021E+01    0.1463223878E+01   -0.3351437877E+01    0.1290148602E+02   -0.7411329441E-02
       465    0.1487965014E+01    0.1330744601E+01   -0.3327965804E+01    0.2882013515E+02   -0.6086683383E-02
       466    0.1391174215E+01    0.1220132483E+01   -0.3304157881E+01    0.4388995791E+02   -0.5292587774E-02
       467    0.1535625522E+01    0.1463223878E+01   -0.3351437877E+01    0.1290148602E+02   -0.7411329441E-02
       468    0.1515373684E+01    0.1330744601E+01   -0.3327965804E+01    0.2882013515E+02   -0.6086683383E-02
       469    0.1425646034E+01    0.1220132483E+01   -0.3304157881E+01    0.4388995791E+02   -0.5292587774E-02
       470    0.1570547296E+01    0.1463223878E+01   -0.3351437877E+01    0.1290148602E+02   -0.7411329441E-02
       471    0.1457879283E+01    0.1220132483E+01   -0.3304157881E+01    0.4388995791E+02   -0.5292587774E-02
       472    0.1124541331E+01    0.1120425362E+01   -0.3280001829E+01    0.5853536748E+02   -0.4763785435E-02
       473    0.1682891720E+01    0.1595373306E+01   -0.3374585699E+01    0.5139229008E+01   -0.1006229964E-01
       474    0.1534607313E+01    0.1463223878E+01   -0.3351437877E+01    0.1290148602E+02   -0.7411329441E-02
       475    0.1561412459E+01    0.1330744601E+01   -0.3327965804E+01    0.2882013515E+02   -0.6086683383E-02
       476    0.1112668763E+01    0.1120425362E+01   -0.3280001829E+01    0.5853536748E+02   -0.4763785435E-02
       477    0.1278673041E+01    0.1172312739E+01   -0.2523669027E+01    0.3134347882E+02   -0.5637734253E-02
       478    0.1099070739E+01    0.1067475831E+01   -0.2481874830E+01    0.4641330157E+02   -0.5108931914E-02
       479    0.1518535633E+01    0.1400277658E+01   -0.2641408209E+01    0.2150542673E+02   -0.1040744612E-01
       480    0.1423602163E+01    0.1289031184E+01   -0.2564122962E+01    0.1563703629E+02   -0.6431829863E-02
       481    0.1077795333E+01    0.1067475831E+01   -0.2481874830E+01    0.4641330157E+02   -0.5108931914E-02
       482    0.1490225876E+01    0.1400277658E+01   -0.2641408209E+01    0.2150542673E+02   -0.1040744612E-01
       483    0.1415551240E+01    0.1415355346E+01   -0.2603339177E+01    0.1342645800E+01   -0.7756475921E-02
       484    0.1469576128E+01    0.1289031184E+01   -0.2564122962E+01    0.1563703629E+02   -0.6431829863E-02
       485    0.1051447486E+01    0.1067475831E+01   -0.2481874830E+01    0.4641330157E+02   -0.5108931914E-02
       486    0.1521382995E+01    0.1400277658E+01   -0.2641408209E+01    0.2150542673E+02   -0.1040744612E-01
       487    0.1449063253E+01    0.1415355346E+01   -0.2603339177E+01    0.1342645800E+01   -0.7756475921E-02
       488    0.1465880348E+01    0.1415355346E+01   -0.2603339177E+01    0.1342645800E+01   -0.7756475921E-02
       489    0.1492498185E+01    0.1289031184E+01   -0.2564122962E+01    0.1563703629E+02   -0.6431829863E-02
       490    0.1438634216E+01    0.1172312739E+01   -0.2523669027E+01    0.3134347882E+02   -0.5637734253E-02
       491    0.1047208763E+01    0.1067475831E+01   -0.2481874830E+01    0.4641330157E+02   -0.5108931914E-02
       492    0.6167231240E+00    0.6173827290E+00    0.1330670039E+01    0.1558677762E+02   -0.5168048596E-02
       493    0.5411196520E+00    0.6227016209E+00    0.1464591888E+01    0.2453937431E+01   -0.3843402539E-02
       494    0.4469703280E+00    0.4908122093E+00    0.1577683785E+01    0.1879699973E+02   -0.3049306929E-02
       495    0.4803119690E+00    0.3744632412E+00    0.1676539193E+01    0.3429123566E+02   -0.2520504590E-02
       496    0.6463920030E+00    0.6173827290E+00    0.1330670039E+01    0.1558677762E+02   -0.5168048596E-02
       497    0.6639490460E+00    0.6227016209E+00    0.1464591888E+01    0.2453937431E+01   -0.3843402539E-02
       498    0.5688447600E+00    0.4908122093E+00    0.1577683785E+01    0.1879699973E+02   -0.3049306929E-02
       499    0.4860493560E+00    0.3744632412E+00    0.1676539193E+01    0.3429123566E+02   -0.2520504590E-02
       500    0.5087625500E+00    0.6120042775E+00    0.1162447352E+01    0.3787162445E+02   -0.7819018793E-02
       501    0.5691382270E+00    0.4908122093E+00    0.1577683785E+01    0.1879699973E+02   -0.3049306929E-02
       502    0.5422083010E+00    0.6120042775E+00    0.1162447352E+01    0.3787162445E+02   -0.7819018793E-02
       503    0.5688695840E+00    0.6173827290E+00    0.1330670039E+01    0.1558677762E+02   -0.5168048596E-02
       504    0.5183731670E+00    0.6227016209E+00    0.1464591888E+01    0.2453937431E+01   -0.3843402539E-02
       505    0.4562801550E+00    0.4908122093E+00    0.1577683785E+01    0.1879699973E+02   -0.3049306929E-02
       506    0.4854626740E+00    0.3744632412E+00    0.1676539193E+01    0.3429123566E+02   -0.2520504590E-02
       507    0.5718723990E+00    0.6173827290E+00    0.1330670039E+01    0.1558677762E+02   -0.5168048596E-02
       508    0.4985814990E+00    0.4908122093E+00    0.1577683785E+01    0.1879699973E+02   -0.3049306929E-02
